Datetime,Tweet Id,Text,Username,lang
2021-12-10 18:00:10+00:00,1469366343736729608,"Elon Musk is ""thinking of"" leaving his jobs and becoming an influencer, the world's richest man tweeted. https://t.co/GS4jO9Rgz3",CNN,en
2021-12-10 17:36:52+00:00,1469360479831212035,"At one hospital in Lansing, Michigan, the latest Covid-19 surge is as bad as health care workers there have seen. https://t.co/6m0vamDiD0",CNN,en
2021-12-10 17:30:12+00:00,1469358800310349842,"The reboot of HBO's hit show ""Sex and the City"" shocked fans during its first episode. https://t.co/Lm8Tj0pg4Y",CNN,en
2021-12-10 17:00:16+00:00,1469351270691577863,"The Pantone Color Institute has annually announced a ""Color of the Year"" since 2000. 

For 2022, Pantone has unveiled Very Peri, a periwinkle hue that the company says combines the steady tranquility of blue with an energetic infusion of red. https://t.co/bWutSKCLFY https://t.co/M7nwH2QqFm",CNN,en
2021-12-10 16:30:11+00:00,1469343699758895106,"The goal is to more quickly determine whether a ransomware attack, for example, might affect multiple sectors of the economy -- and if the government may need to mobilize backup supplies of commodities. https://t.co/OvOSV9XE8t",CNN,en
2021-12-10 16:00:16+00:00,1469336171306176515,"Kathy Antoine posted a photograph of the view from her window in Tahiti in May 2020, capturing Florida-resident Reggie Laroche's attention. https://t.co/7FI9ZTWxcO",CNN,en
2021-12-10 15:30:15+00:00,1469328617792491531,"Using new flood risk data from First Street Foundation, a nonprofit research group, CNN ranked the top 10 congressional districts where critical infrastructure is most at-risk to flooding. https://t.co/HELIw7njfI",CNN,en
2021-12-10 15:19:58+00:00,1469326028216619011,"BREAKING: Justices say abortion providers have the right to challenge the law that bars the procedure after around six weeks of pregnancy in federal court.
https://t.co/SSc4kenPDd",CNN,en
2021-12-10 15:00:20+00:00,1469321088811380736,A recent study has found that healthy men between the ages of 20 and 65 who vaped nicotine daily were more than twice as likely to report experiencing erectile dysfunction than men who did not vape https://t.co/VTD9GfENqb,CNN,en
2021-12-10 14:30:10+00:00,1469313493933428738,"India mourned the victims of a helicopter crash that killed 13 people earlier this week, including the country's top military official, at their funerals Friday. https://t.co/pYLmsgnyPH",CNN,en
2021-12-10 14:00:10+00:00,1469305946849611785,"“It was early. OK? Let’s put it this way -- he greeted him very early. Earlier than most world leaders. I’ve not spoken to him since. F**k him,” Trump told an Israeli journalist during an April interview.
https://t.co/OcbSZhkb77",CNN,en
2021-12-10 13:31:05+00:00,1469298626694365189,"Police in northwestern China broke up the wedding of a 14-year-old girl whose parents allegedly tried to sell her into marriage with a stranger, authorities said. https://t.co/U7RhIZFP1k",CNN,en
2021-12-10 13:15:03+00:00,1469294592583471115,A slew of new charges over alleged financial crimes have been filed against the South Carolina attorney who allegedly arranged for a former client to kill him so that his son could collect a life insurance payout. https://t.co/Yb2EJ8yy1N,CNN,en
2021-12-10 13:00:21+00:00,1469290893140181002,"On the latest Axe Files with @DavidAxelrod, @StanMcChrystal discusses how the US dropped the ball responding to Covid-19 and why “we ought to be celebrating” but are instead still losing thousands of Americans to the pandemic.
 
Listen to the podcast. https://t.co/rlfJZpBPeq",CNN,en
2021-12-10 12:41:56+00:00,1469286259457765379,"Legendary race car driver Al Unser Sr. died Thursday at his home in Chama, New Mexico.

He was 82 years old and had been battling cancer for the past 17 years, according to the racing league.

https://t.co/X9OT3jsAC6",CNN,en
2021-12-10 12:30:07+00:00,1469283282017738763,Now more than ever the world needs Heroes. Watch the 15th Annual CNN Heroes All-Star Tribute Sunday at 8 p.m. ET to find out who wins the 2021 CNN Hero of the Year! #CNNHeroes https://t.co/fvzLu3NpeP,CNN,en
2021-12-10 12:18:20+00:00,1469280318637154313,US authorities have won their bid to overturn a British judge's ruling that WikiLeaks founder Julian Assange should not be extradited to face charges in the United States https://t.co/iKxd76cXb1,CNN,en
2021-12-10 12:01:01+00:00,1469275960390389760,The big public debut of a Chinese artificial intelligence startup may be hitting a snag because of brewing tensions between the United States and China. https://t.co/C1caQyjWIV,CNN,en
2021-12-10 11:31:04+00:00,1469268422370512897,"After two students reported worrying messages they saw on a group chat, police in Florida arrested a student attending Embry-Riddle Aeronautical University for allegedly ""plotting to shoot up the campus""  https://t.co/PW1K8nCUec",CNN,en
